id,breed,image,breed_id
4c50792793d5ee80ea402a9ae5416422,saluki,D:\GitWork\dog_breed\data\raw\train\4c50792793d5ee80ea402a9ae5416422.jpg,94
4c59ee9712092ff8286238d4f494d532,walker_hound,D:\GitWork\dog_breed\data\raw\train\4c59ee9712092ff8286238d4f494d532.jpg,114
4c5a1eb9bac301340ca697e8bfef1a68,miniature_pinscher,D:\GitWork\dog_breed\data\raw\train\4c5a1eb9bac301340ca697e8bfef1a68.jpg,76
4c6da6c09d585379ac648979180aec89,newfoundland,D:\GitWork\dog_breed\data\raw\train\4c6da6c09d585379ac648979180aec89.jpg,79
4c7b7de42668d9a5b1dd5ee1f5190c22,dingo,D:\GitWork\dog_breed\data\raw\train\4c7b7de42668d9a5b1dd5ee1f5190c22.jpg,38
4c852d9cb6f9c33927c5ee3fcac9236b,american_staffordshire_terrier,D:\GitWork\dog_breed\data\raw\train\4c852d9cb6f9c33927c5ee3fcac9236b.jpg,5
4c86055d92c8d28f3ae5befc631d5c81,newfoundland,D:\GitWork\dog_breed\data\raw\train\4c86055d92c8d28f3ae5befc631d5c81.jpg,79
4c8bb929ad8d021729749ef343251fde,cairn,D:\GitWork\dog_breed\data\raw\train\4c8bb929ad8d021729749ef343251fde.jpg,27
4c8fce7407df845d94483d89a4fe06f7,malinois,D:\GitWork\dog_breed\data\raw\train\4c8fce7407df845d94483d89a4fe06f7.jpg,73
4c92d3e3899d68ba9be2165e646f6024,cardigan,D:\GitWork\dog_breed\data\raw\train\4c92d3e3899d68ba9be2165e646f6024.jpg,28
4ca6732ea8c9a354d28b5e8fc71385e4,affenpinscher,D:\GitWork\dog_breed\data\raw\train\4ca6732ea8c9a354d28b5e8fc71385e4.jpg,1
4ca9f95b45b1f51ccb2ce51f0341798c,chihuahua,D:\GitWork\dog_breed\data\raw\train\4ca9f95b45b1f51ccb2ce51f0341798c.jpg,30
4cae9d5491d8346f2bbec10132a78376,standard_schnauzer,D:\GitWork\dog_breed\data\raw\train\4cae9d5491d8346f2bbec10132a78376.jpg,107
4cb0e4b6cf86ebdd38e7fba7a20d75d6,siberian_husky,D:\GitWork\dog_breed\data\raw\train\4cb0e4b6cf86ebdd38e7fba7a20d75d6.jpg,102
4cb48a54b94e4c7dcf9798f7cc7f5a92,affenpinscher,D:\GitWork\dog_breed\data\raw\train\4cb48a54b94e4c7dcf9798f7cc7f5a92.jpg,1
4cbb3c10f0eadb99e6333009af1ec53d,doberman,D:\GitWork\dog_breed\data\raw\train\4cbb3c10f0eadb99e6333009af1ec53d.jpg,39
4cca7bb27cb650bed5ac286a8d02d467,welsh_springer_spaniel,D:\GitWork\dog_breed\data\raw\train\4cca7bb27cb650bed5ac286a8d02d467.jpg,116
4ccff1dd3a0e3dfca18e8e1b80d883fd,brabancon_griffon,D:\GitWork\dog_breed\data\raw\train\4ccff1dd3a0e3dfca18e8e1b80d883fd.jpg,23
4cd0556f7cadb4f40b7dfa2d2796b5e1,doberman,D:\GitWork\dog_breed\data\raw\train\4cd0556f7cadb4f40b7dfa2d2796b5e1.jpg,39
4cd78fdde0927e0bbbf2f5c019636b4a,kerry_blue_terrier,D:\GitWork\dog_breed\data\raw\train\4cd78fdde0927e0bbbf2f5c019636b4a.jpg,65
4cd97f1b809763416ec831c997dbff1c,dhole,D:\GitWork\dog_breed\data\raw\train\4cd97f1b809763416ec831c997dbff1c.jpg,37
4ceeeab13a29903058fbc4fcdd6cf71d,pomeranian,D:\GitWork\dog_breed\data\raw\train\4ceeeab13a29903058fbc4fcdd6cf71d.jpg,88
4d072f0e99eded3ab283eee26b5b6248,bouvier_des_flandres,D:\GitWork\dog_breed\data\raw\train\4d072f0e99eded3ab283eee26b5b6248.jpg,21
4d07baea3d7e78ff59ba05dda3f3932a,japanese_spaniel,D:\GitWork\dog_breed\data\raw\train\4d07baea3d7e78ff59ba05dda3f3932a.jpg,62
4d0aaeb97332aebac90f0ca42a9ff1eb,schipperke,D:\GitWork\dog_breed\data\raw\train\4d0aaeb97332aebac90f0ca42a9ff1eb.jpg,96
4d0d137c835a8be210a53d6c07acc9df,redbone,D:\GitWork\dog_breed\data\raw\train\4d0d137c835a8be210a53d6c07acc9df.jpg,90
4d0eaef784ec414c6cd3b0bd5293fa8c,border_collie,D:\GitWork\dog_breed\data\raw\train\4d0eaef784ec414c6cd3b0bd5293fa8c.jpg,17
4d11bd700573b78d223e9ff0ceb94f3a,english_foxhound,D:\GitWork\dog_breed\data\raw\train\4d11bd700573b78d223e9ff0ceb94f3a.jpg,40
4d182297da4054905b1de22d440b50da,pug,D:\GitWork\dog_breed\data\raw\train\4d182297da4054905b1de22d440b50da.jpg,89
4d1b34626edc7dffb8680d8981f0c9d0,norwegian_elkhound,D:\GitWork\dog_breed\data\raw\train\4d1b34626edc7dffb8680d8981f0c9d0.jpg,81
4d3bb108c92bf340610878d2f257fb30,affenpinscher,D:\GitWork\dog_breed\data\raw\train\4d3bb108c92bf340610878d2f257fb30.jpg,1
4d49a0f1dbd0d2a80bbfcfd2d55a8936,samoyed,D:\GitWork\dog_breed\data\raw\train\4d49a0f1dbd0d2a80bbfcfd2d55a8936.jpg,95
4d55df003701ba79f6a485bdee850f3a,great_pyrenees,D:\GitWork\dog_breed\data\raw\train\4d55df003701ba79f6a485bdee850f3a.jpg,53
4d5d1e37be499fe7250bff7afe97bc5f,rottweiler,D:\GitWork\dog_breed\data\raw\train\4d5d1e37be499fe7250bff7afe97bc5f.jpg,92
4d60034b2d3fe176b6339e23e018e536,rottweiler,D:\GitWork\dog_breed\data\raw\train\4d60034b2d3fe176b6339e23e018e536.jpg,92
4d614950ef0c339983c82be5cc133783,bouvier_des_flandres,D:\GitWork\dog_breed\data\raw\train\4d614950ef0c339983c82be5cc133783.jpg,21
4d67f3d5c331a1a83c9eede0df8e3e37,brittany_spaniel,D:\GitWork\dog_breed\data\raw\train\4d67f3d5c331a1a83c9eede0df8e3e37.jpg,25
4d6b4f0c8596fec0b0ecedff88b30f8d,french_bulldog,D:\GitWork\dog_breed\data\raw\train\4d6b4f0c8596fec0b0ecedff88b30f8d.jpg,46
4d6bd9c5ec39dce290aa89809a222b3b,bernese_mountain_dog,D:\GitWork\dog_breed\data\raw\train\4d6bd9c5ec39dce290aa89809a222b3b.jpg,12
4d6c2eb3cf393af1601751a39647a78b,dandie_dinmont,D:\GitWork\dog_breed\data\raw\train\4d6c2eb3cf393af1601751a39647a78b.jpg,36
4d6f99b3534a4064f83b2dbba4a297a2,soft-coated_wheaten_terrier,D:\GitWork\dog_breed\data\raw\train\4d6f99b3534a4064f83b2dbba4a297a2.jpg,104
4d705f069d5a67c6132c386cc25ed117,english_setter,D:\GitWork\dog_breed\data\raw\train\4d705f069d5a67c6132c386cc25ed117.jpg,41
4d770fc42e727251f98ae8e451c4a9dc,west_highland_white_terrier,D:\GitWork\dog_breed\data\raw\train\4d770fc42e727251f98ae8e451c4a9dc.jpg,117
4d777d9c55a9e8f7114992e34190e719,sealyham_terrier,D:\GitWork\dog_breed\data\raw\train\4d777d9c55a9e8f7114992e34190e719.jpg,99
4d78f6722feb2c8487c0642a4bbeaa86,newfoundland,D:\GitWork\dog_breed\data\raw\train\4d78f6722feb2c8487c0642a4bbeaa86.jpg,79
4d7e33eab8e3864aa2e901b3f59ba4ef,cocker_spaniel,D:\GitWork\dog_breed\data\raw\train\4d7e33eab8e3864aa2e901b3f59ba4ef.jpg,33
4d8597e4e66db9ab06f5312c7f61ebd8,miniature_schnauzer,D:\GitWork\dog_breed\data\raw\train\4d8597e4e66db9ab06f5312c7f61ebd8.jpg,78
4d8b9deda4ae7a1c7e0760ca7a5c4cca,norwegian_elkhound,D:\GitWork\dog_breed\data\raw\train\4d8b9deda4ae7a1c7e0760ca7a5c4cca.jpg,81
4d8cd43e1715f949b13610cdea483501,cairn,D:\GitWork\dog_breed\data\raw\train\4d8cd43e1715f949b13610cdea483501.jpg,27
4d92f179c97da98bd132defd96f567fe,samoyed,D:\GitWork\dog_breed\data\raw\train\4d92f179c97da98bd132defd96f567fe.jpg,95
4d98705d155671039f3b45f96eb73a63,malinois,D:\GitWork\dog_breed\data\raw\train\4d98705d155671039f3b45f96eb73a63.jpg,73
4d9be17293b120d6cc995f0a7da0051f,leonberg,D:\GitWork\dog_breed\data\raw\train\4d9be17293b120d6cc995f0a7da0051f.jpg,70
4d9bf5e93f2da15e811db580e39de704,brittany_spaniel,D:\GitWork\dog_breed\data\raw\train\4d9bf5e93f2da15e811db580e39de704.jpg,25
4da22457108eaf2f7885fdb633c2da17,bloodhound,D:\GitWork\dog_breed\data\raw\train\4da22457108eaf2f7885fdb633c2da17.jpg,15
4db214f01a18bc86674737115f96673e,pug,D:\GitWork\dog_breed\data\raw\train\4db214f01a18bc86674737115f96673e.jpg,89
4db5e936fae9ba70ecb7e65605ba316b,african_hunting_dog,D:\GitWork\dog_breed\data\raw\train\4db5e936fae9ba70ecb7e65605ba316b.jpg,3
4db8ea2b1c3a9ddc0b64099d27e38f65,whippet,D:\GitWork\dog_breed\data\raw\train\4db8ea2b1c3a9ddc0b64099d27e38f65.jpg,118
4dbc5fc297988620e6ff907650e72cf2,pug,D:\GitWork\dog_breed\data\raw\train\4dbc5fc297988620e6ff907650e72cf2.jpg,89
4dc262bd3c3f5bbab4c38147ddf204a1,maltese_dog,D:\GitWork\dog_breed\data\raw\train\4dc262bd3c3f5bbab4c38147ddf204a1.jpg,74
4dce65a2f4238d6cc4d291a7c8c92c90,miniature_pinscher,D:\GitWork\dog_breed\data\raw\train\4dce65a2f4238d6cc4d291a7c8c92c90.jpg,76
4dda730d52cb20a368f65a49ddd1b2ae,bedlington_terrier,D:\GitWork\dog_breed\data\raw\train\4dda730d52cb20a368f65a49ddd1b2ae.jpg,11
4de2daf400819ef8ae3f320887e8933a,chesapeake_bay_retriever,D:\GitWork\dog_breed\data\raw\train\4de2daf400819ef8ae3f320887e8933a.jpg,29
4df195375c22e969db40b46ab7e7e6df,irish_wolfhound,D:\GitWork\dog_breed\data\raw\train\4df195375c22e969db40b46ab7e7e6df.jpg,60
4df69a0a5650b8879a3279cb2991a44f,irish_terrier,D:\GitWork\dog_breed\data\raw\train\4df69a0a5650b8879a3279cb2991a44f.jpg,58
4dfaa8dee5203f7d0d4c29a684627abc,toy_poodle,D:\GitWork\dog_breed\data\raw\train\4dfaa8dee5203f7d0d4c29a684627abc.jpg,111
4e00cf013a2e530e75a99a4d8e631d1e,welsh_springer_spaniel,D:\GitWork\dog_breed\data\raw\train\4e00cf013a2e530e75a99a4d8e631d1e.jpg,116
4e0eb4b31ed8711963c04e9ffcd2cdbe,whippet,D:\GitWork\dog_breed\data\raw\train\4e0eb4b31ed8711963c04e9ffcd2cdbe.jpg,118
4e0fd9830e8f277779b36b2f8a4f9a3a,redbone,D:\GitWork\dog_breed\data\raw\train\4e0fd9830e8f277779b36b2f8a4f9a3a.jpg,90
4e0ffeab743baa4d6061e3d35fa4c49e,boxer,D:\GitWork\dog_breed\data\raw\train\4e0ffeab743baa4d6061e3d35fa4c49e.jpg,22
4e12aefc17efbdeadea9a89a881836cc,staffordshire_bullterrier,D:\GitWork\dog_breed\data\raw\train\4e12aefc17efbdeadea9a89a881836cc.jpg,105
4e16b1ec6375e02446cfdc10aec562e4,cocker_spaniel,D:\GitWork\dog_breed\data\raw\train\4e16b1ec6375e02446cfdc10aec562e4.jpg,33
4e1a4b8dbca28978edd145617a2a0123,ibizan_hound,D:\GitWork\dog_breed\data\raw\train\4e1a4b8dbca28978edd145617a2a0123.jpg,56
4e1e84c7514afacacbc170867924f6f7,miniature_poodle,D:\GitWork\dog_breed\data\raw\train\4e1e84c7514afacacbc170867924f6f7.jpg,77
4e1fe3d6caca69d13f522e463d09c4b6,malamute,D:\GitWork\dog_breed\data\raw\train\4e1fe3d6caca69d13f522e463d09c4b6.jpg,72
4e2720b55c02e82531fe5d883a8a3454,keeshond,D:\GitWork\dog_breed\data\raw\train\4e2720b55c02e82531fe5d883a8a3454.jpg,63
4e28faeac21c113ef4fb34e3db1e4d77,old_english_sheepdog,D:\GitWork\dog_breed\data\raw\train\4e28faeac21c113ef4fb34e3db1e4d77.jpg,83
4e2cda005cba7245c2be8a5966fd863a,miniature_poodle,D:\GitWork\dog_breed\data\raw\train\4e2cda005cba7245c2be8a5966fd863a.jpg,77
4e2e5e75b04fd4603d9a59af546c59b2,kerry_blue_terrier,D:\GitWork\dog_breed\data\raw\train\4e2e5e75b04fd4603d9a59af546c59b2.jpg,65
4e32a5fa1caef230942654915a76a703,leonberg,D:\GitWork\dog_breed\data\raw\train\4e32a5fa1caef230942654915a76a703.jpg,70
4e3ff871f2ae2ebd33498a5388a260e4,norwich_terrier,D:\GitWork\dog_breed\data\raw\train\4e3ff871f2ae2ebd33498a5388a260e4.jpg,82
4e4173a3a2e7d49f43ddfe3f167ea397,pekinese,D:\GitWork\dog_breed\data\raw\train\4e4173a3a2e7d49f43ddfe3f167ea397.jpg,86
4e41c95087bea8d598d64c759016cdf6,bluetick,D:\GitWork\dog_breed\data\raw\train\4e41c95087bea8d598d64c759016cdf6.jpg,16
4e475f0d2f1808216a28e2f635c17297,beagle,D:\GitWork\dog_breed\data\raw\train\4e475f0d2f1808216a28e2f635c17297.jpg,10
4e4b8e8dff63be17e6e1353ff2f13391,schipperke,D:\GitWork\dog_breed\data\raw\train\4e4b8e8dff63be17e6e1353ff2f13391.jpg,96
4e5469adc80c6f839dab6ec6c1de971e,malamute,D:\GitWork\dog_breed\data\raw\train\4e5469adc80c6f839dab6ec6c1de971e.jpg,72
4e56fb62b529468038b0dc268d89a5af,kelpie,D:\GitWork\dog_breed\data\raw\train\4e56fb62b529468038b0dc268d89a5af.jpg,64
4e6127b6afe0116be8c2eb59decf6a02,french_bulldog,D:\GitWork\dog_breed\data\raw\train\4e6127b6afe0116be8c2eb59decf6a02.jpg,46
4e7376e2139d80e4802eb25f8ec98c89,mexican_hairless,D:\GitWork\dog_breed\data\raw\train\4e7376e2139d80e4802eb25f8ec98c89.jpg,75
4e7dfb9439a140c2b4feeec1aa72d32b,irish_setter,D:\GitWork\dog_breed\data\raw\train\4e7dfb9439a140c2b4feeec1aa72d32b.jpg,57
4e7f77af004f5ba2991752998e971725,welsh_springer_spaniel,D:\GitWork\dog_breed\data\raw\train\4e7f77af004f5ba2991752998e971725.jpg,116
4e80242b50eb1c68dc04cbea094fccf1,silky_terrier,D:\GitWork\dog_breed\data\raw\train\4e80242b50eb1c68dc04cbea094fccf1.jpg,103
4e86d65293ce9a1f46b605ef745af6dc,chow,D:\GitWork\dog_breed\data\raw\train\4e86d65293ce9a1f46b605ef745af6dc.jpg,31
4e8d1cbfa6a477abe4b9e5a2ecbf1818,australian_terrier,D:\GitWork\dog_breed\data\raw\train\4e8d1cbfa6a477abe4b9e5a2ecbf1818.jpg,7
4e930aa5f335a91c2b49b5dad32ae7d1,whippet,D:\GitWork\dog_breed\data\raw\train\4e930aa5f335a91c2b49b5dad32ae7d1.jpg,118
4e946366188e4389c3802b43a7a56820,greater_swiss_mountain_dog,D:\GitWork\dog_breed\data\raw\train\4e946366188e4389c3802b43a7a56820.jpg,54
4ea20d09a89fb02ac592bdddea31393f,sussex_spaniel,D:\GitWork\dog_breed\data\raw\train\4ea20d09a89fb02ac592bdddea31393f.jpg,108
4eaab0b882ea39c56caa2f4a0671ea47,giant_schnauzer,D:\GitWork\dog_breed\data\raw\train\4eaab0b882ea39c56caa2f4a0671ea47.jpg,49
4eb323c2a00db7220c1dbfb77e490ed8,pembroke,D:\GitWork\dog_breed\data\raw\train\4eb323c2a00db7220c1dbfb77e490ed8.jpg,87
4ec829615f7cc33a25c62e8f111db50d,english_setter,D:\GitWork\dog_breed\data\raw\train\4ec829615f7cc33a25c62e8f111db50d.jpg,41
4ed63c8e6d280d855fc7a15c20eed116,malamute,D:\GitWork\dog_breed\data\raw\train\4ed63c8e6d280d855fc7a15c20eed116.jpg,72
4edfc93408cef61336881d3016df6e6d,scottish_deerhound,D:\GitWork\dog_breed\data\raw\train\4edfc93408cef61336881d3016df6e6d.jpg,98
4ef03eeb57a551cc7376413dd1b397d0,japanese_spaniel,D:\GitWork\dog_breed\data\raw\train\4ef03eeb57a551cc7376413dd1b397d0.jpg,62
4efcc6dbb599d561098394d4ccc4cb73,bloodhound,D:\GitWork\dog_breed\data\raw\train\4efcc6dbb599d561098394d4ccc4cb73.jpg,15
4f000f4c3defef6a13ecd5b1364da715,african_hunting_dog,D:\GitWork\dog_breed\data\raw\train\4f000f4c3defef6a13ecd5b1364da715.jpg,3
4f0017038ac11483e95ccf1a66713200,doberman,D:\GitWork\dog_breed\data\raw\train\4f0017038ac11483e95ccf1a66713200.jpg,39
4f00d9dac618c7a3fa6737acfedd9f8e,black-and-tan_coonhound,D:\GitWork\dog_breed\data\raw\train\4f00d9dac618c7a3fa6737acfedd9f8e.jpg,13
4f031cd233512f9c4c3bbfe354510eac,basset,D:\GitWork\dog_breed\data\raw\train\4f031cd233512f9c4c3bbfe354510eac.jpg,9
4f1121ffbe1bd9487fc4256c326096da,chow,D:\GitWork\dog_breed\data\raw\train\4f1121ffbe1bd9487fc4256c326096da.jpg,31
4f15c8ca41f2d562abc45a9e00cba9d6,welsh_springer_spaniel,D:\GitWork\dog_breed\data\raw\train\4f15c8ca41f2d562abc45a9e00cba9d6.jpg,116
4f161bc408a4bd5c541fd766d7319a72,irish_wolfhound,D:\GitWork\dog_breed\data\raw\train\4f161bc408a4bd5c541fd766d7319a72.jpg,60
4f16340729ced867c8d3b783566856ed,miniature_schnauzer,D:\GitWork\dog_breed\data\raw\train\4f16340729ced867c8d3b783566856ed.jpg,78
4f2b024f7f2e670291cf17affb14cd93,brabancon_griffon,D:\GitWork\dog_breed\data\raw\train\4f2b024f7f2e670291cf17affb14cd93.jpg,23
4f2d37638e34d2e896c74bbfe9bd049d,newfoundland,D:\GitWork\dog_breed\data\raw\train\4f2d37638e34d2e896c74bbfe9bd049d.jpg,79
4f3d05b2b3c207dbb50cef30f8870129,toy_poodle,D:\GitWork\dog_breed\data\raw\train\4f3d05b2b3c207dbb50cef30f8870129.jpg,111
4f6fdc14bcf95ca24cb4eec57d1c6443,standard_poodle,D:\GitWork\dog_breed\data\raw\train\4f6fdc14bcf95ca24cb4eec57d1c6443.jpg,106
4f72c6e2e2dc954810365cb28d9896e6,briard,D:\GitWork\dog_breed\data\raw\train\4f72c6e2e2dc954810365cb28d9896e6.jpg,24
4f7acd612879022f09fb7e63eec8bb50,malinois,D:\GitWork\dog_breed\data\raw\train\4f7acd612879022f09fb7e63eec8bb50.jpg,73
4f84414624eacf5a918babcdce0e2271,cocker_spaniel,D:\GitWork\dog_breed\data\raw\train\4f84414624eacf5a918babcdce0e2271.jpg,33
4f873d1f4c298939a77dba5e939a77ea,japanese_spaniel,D:\GitWork\dog_breed\data\raw\train\4f873d1f4c298939a77dba5e939a77ea.jpg,62
4f87ec7e18f0fa4fcc1b100310fcfb92,black-and-tan_coonhound,D:\GitWork\dog_breed\data\raw\train\4f87ec7e18f0fa4fcc1b100310fcfb92.jpg,13
4f96d9a707560f1216b6b87815f7bbf1,maltese_dog,D:\GitWork\dog_breed\data\raw\train\4f96d9a707560f1216b6b87815f7bbf1.jpg,74
4fa32ed2bb2318b674141defce2a0900,norwegian_elkhound,D:\GitWork\dog_breed\data\raw\train\4fa32ed2bb2318b674141defce2a0900.jpg,81
4fa66ce43b4765d7daf3da799a7d14e0,pembroke,D:\GitWork\dog_breed\data\raw\train\4fa66ce43b4765d7daf3da799a7d14e0.jpg,87
4fabfde26c88a99d9cf8c9e4b24317b9,leonberg,D:\GitWork\dog_breed\data\raw\train\4fabfde26c88a99d9cf8c9e4b24317b9.jpg,70
4fc14336c3d48b5dea196f90020a8eff,pug,D:\GitWork\dog_breed\data\raw\train\4fc14336c3d48b5dea196f90020a8eff.jpg,89
4fc43137685335924e9dd1fd3db8d046,gordon_setter,D:\GitWork\dog_breed\data\raw\train\4fc43137685335924e9dd1fd3db8d046.jpg,51
4fc628e8fbd164b2e35f616af5cc8f41,collie,D:\GitWork\dog_breed\data\raw\train\4fc628e8fbd164b2e35f616af5cc8f41.jpg,34
4fc6dc33892deedf927334b5b4154c8a,appenzeller,D:\GitWork\dog_breed\data\raw\train\4fc6dc33892deedf927334b5b4154c8a.jpg,6
4fd442326ea8d856652aea5afb8f5dbc,maltese_dog,D:\GitWork\dog_breed\data\raw\train\4fd442326ea8d856652aea5afb8f5dbc.jpg,74
4fdc5fdf324a00b9ea08b866904fc7c1,entlebucher,D:\GitWork\dog_breed\data\raw\train\4fdc5fdf324a00b9ea08b866904fc7c1.jpg,43
4fe59f20b42e04f3bee926f15f8840fd,siberian_husky,D:\GitWork\dog_breed\data\raw\train\4fe59f20b42e04f3bee926f15f8840fd.jpg,102
4fef9750e23af6d42c41dde441abb116,cairn,D:\GitWork\dog_breed\data\raw\train\4fef9750e23af6d42c41dde441abb116.jpg,27
4ff1a1c62acccfbb0bb1a6ecb4f29682,basset,D:\GitWork\dog_breed\data\raw\train\4ff1a1c62acccfbb0bb1a6ecb4f29682.jpg,9
4ff306a221c4047958f80788f05342c1,bouvier_des_flandres,D:\GitWork\dog_breed\data\raw\train\4ff306a221c4047958f80788f05342c1.jpg,21
4ff7c7600598db4da0bcd5844a4a7ba5,italian_greyhound,D:\GitWork\dog_breed\data\raw\train\4ff7c7600598db4da0bcd5844a4a7ba5.jpg,61
500297c5cbdc0b076f365120fded493e,irish_water_spaniel,D:\GitWork\dog_breed\data\raw\train\500297c5cbdc0b076f365120fded493e.jpg,59
50115198d753b8f0f6a4e6d709e46eed,brabancon_griffon,D:\GitWork\dog_breed\data\raw\train\50115198d753b8f0f6a4e6d709e46eed.jpg,23
5018a19a77dcce36261df1c5c7db8d27,kerry_blue_terrier,D:\GitWork\dog_breed\data\raw\train\5018a19a77dcce36261df1c5c7db8d27.jpg,65
5028e6d3dd8b92c390d7affe31a0eac1,ibizan_hound,D:\GitWork\dog_breed\data\raw\train\5028e6d3dd8b92c390d7affe31a0eac1.jpg,56
502aea218351d108244049aa16cfafe6,curly-coated_retriever,D:\GitWork\dog_breed\data\raw\train\502aea218351d108244049aa16cfafe6.jpg,35
502ded707191ee7301ca50cdad0110e9,kuvasz,D:\GitWork\dog_breed\data\raw\train\502ded707191ee7301ca50cdad0110e9.jpg,67
502ef062af76eacc4ecd8fa38864d228,german_shepherd,D:\GitWork\dog_breed\data\raw\train\502ef062af76eacc4ecd8fa38864d228.jpg,47
50356789926fe181fe22ab7ba92376f4,komondor,D:\GitWork\dog_breed\data\raw\train\50356789926fe181fe22ab7ba92376f4.jpg,66
503695039f80f78a60d6684d553a303f,saluki,D:\GitWork\dog_breed\data\raw\train\503695039f80f78a60d6684d553a303f.jpg,94
504627eeec47b4a2aa84245b1c783b07,bluetick,D:\GitWork\dog_breed\data\raw\train\504627eeec47b4a2aa84245b1c783b07.jpg,16
5048b8f64705a33e21eef80da4711c9c,dandie_dinmont,D:\GitWork\dog_breed\data\raw\train\5048b8f64705a33e21eef80da4711c9c.jpg,36
50491fd7701e6d9b45d3199613f0d9ea,papillon,D:\GitWork\dog_breed\data\raw\train\50491fd7701e6d9b45d3199613f0d9ea.jpg,85
504a4853df94b5092870ed69a436c927,blenheim_spaniel,D:\GitWork\dog_breed\data\raw\train\504a4853df94b5092870ed69a436c927.jpg,14
505420c321e1e6c77bcaa3e3bb7ad7b7,great_pyrenees,D:\GitWork\dog_breed\data\raw\train\505420c321e1e6c77bcaa3e3bb7ad7b7.jpg,53
506152fbae239e14437811aa1f8dffec,komondor,D:\GitWork\dog_breed\data\raw\train\506152fbae239e14437811aa1f8dffec.jpg,66
506a99e47ac5d4bab7b2ab958dbf3146,beagle,D:\GitWork\dog_breed\data\raw\train\506a99e47ac5d4bab7b2ab958dbf3146.jpg,10
506c2c6964094bd4b53d29dea968080c,english_setter,D:\GitWork\dog_breed\data\raw\train\506c2c6964094bd4b53d29dea968080c.jpg,41
5077226ce67d24f8046583fd1179e3a7,irish_wolfhound,D:\GitWork\dog_breed\data\raw\train\5077226ce67d24f8046583fd1179e3a7.jpg,60
507b8994a0e469a0a585241ec4d3ea1d,miniature_pinscher,D:\GitWork\dog_breed\data\raw\train\507b8994a0e469a0a585241ec4d3ea1d.jpg,76
5086b396f901bf0a9f00ed64f8951c55,pomeranian,D:\GitWork\dog_breed\data\raw\train\5086b396f901bf0a9f00ed64f8951c55.jpg,88
5088e57bef07cbec29bf98ae9df57f22,tibetan_terrier,D:\GitWork\dog_breed\data\raw\train\5088e57bef07cbec29bf98ae9df57f22.jpg,110
508b1aa3c6a435243aa3b2c1b09fb21e,groenendael,D:\GitWork\dog_breed\data\raw\train\508b1aa3c6a435243aa3b2c1b09fb21e.jpg,55
509028dcbf11208ca85e439b8a5063f6,irish_wolfhound,D:\GitWork\dog_breed\data\raw\train\509028dcbf11208ca85e439b8a5063f6.jpg,60
50b1e50c12cdbbd74a1a25ce5c572055,soft-coated_wheaten_terrier,D:\GitWork\dog_breed\data\raw\train\50b1e50c12cdbbd74a1a25ce5c572055.jpg,104
50b9ed91df2233ebc06257cb36b00326,sealyham_terrier,D:\GitWork\dog_breed\data\raw\train\50b9ed91df2233ebc06257cb36b00326.jpg,99
50c50de3f2fa733d729309d09ba2398c,pomeranian,D:\GitWork\dog_breed\data\raw\train\50c50de3f2fa733d729309d09ba2398c.jpg,88
50c8080ab39f865bebfb05b20b5992c4,border_terrier,D:\GitWork\dog_breed\data\raw\train\50c8080ab39f865bebfb05b20b5992c4.jpg,18
50d3dfc2c999a9ede891345ae14efd27,labrador_retriever,D:\GitWork\dog_breed\data\raw\train\50d3dfc2c999a9ede891345ae14efd27.jpg,68
50da32396bff4b805b32e79eb21e53d2,pomeranian,D:\GitWork\dog_breed\data\raw\train\50da32396bff4b805b32e79eb21e53d2.jpg,88
50dedc60ff5e0129b060fed8737c5e9a,old_english_sheepdog,D:\GitWork\dog_breed\data\raw\train\50dedc60ff5e0129b060fed8737c5e9a.jpg,83
50e9b7412ba4b68a6b44d6b0adeba062,komondor,D:\GitWork\dog_breed\data\raw\train\50e9b7412ba4b68a6b44d6b0adeba062.jpg,66
50fa5ca96395d9bb39774e48d1153b9a,chesapeake_bay_retriever,D:\GitWork\dog_breed\data\raw\train\50fa5ca96395d9bb39774e48d1153b9a.jpg,29
50fcbd042ae9a24e3afd5cbb8e1e4542,doberman,D:\GitWork\dog_breed\data\raw\train\50fcbd042ae9a24e3afd5cbb8e1e4542.jpg,39
51047d75386a2f715dababba096b364e,walker_hound,D:\GitWork\dog_breed\data\raw\train\51047d75386a2f715dababba096b364e.jpg,114
5107853068a2197aacf9313d63cd905f,brabancon_griffon,D:\GitWork\dog_breed\data\raw\train\5107853068a2197aacf9313d63cd905f.jpg,23
511653e56d24079c222b35683d7e6c11,sussex_spaniel,D:\GitWork\dog_breed\data\raw\train\511653e56d24079c222b35683d7e6c11.jpg,108
5117df3fb07a466715b39c7d50be2267,bedlington_terrier,D:\GitWork\dog_breed\data\raw\train\5117df3fb07a466715b39c7d50be2267.jpg,11
511bfe35ff282294f6129c55bd6c33f6,malinois,D:\GitWork\dog_breed\data\raw\train\511bfe35ff282294f6129c55bd6c33f6.jpg,73
511de4a2592207f53c04fdb6277bca20,norfolk_terrier,D:\GitWork\dog_breed\data\raw\train\511de4a2592207f53c04fdb6277bca20.jpg,80
5129596281445fcf53ccd400eed1501e,pembroke,D:\GitWork\dog_breed\data\raw\train\5129596281445fcf53ccd400eed1501e.jpg,87
512abc982895061782c9bd51d38cf5c6,norwich_terrier,D:\GitWork\dog_breed\data\raw\train\512abc982895061782c9bd51d38cf5c6.jpg,82
