id,breed,breed_id,image
492d16aab0e9c7b6e68093202ec1cb61,lakeland_terrier,20,D:\GitWork\dog_breed\data\train\492d16aab0e9c7b6e68093202ec1cb61.jpg
49316a21549beb0106c4ca7165d5f390,gordon_setter,66,D:\GitWork\dog_breed\data\train\49316a21549beb0106c4ca7165d5f390.jpg
49353ee8314c786682ae5cbe9f6f227a,miniature_poodle,74,D:\GitWork\dog_breed\data\train\49353ee8314c786682ae5cbe9f6f227a.jpg
493cafda8f5871aa73c815ad6bdcfda9,bernese_mountain_dog,4,D:\GitWork\dog_breed\data\train\493cafda8f5871aa73c815ad6bdcfda9.jpg
494935802ea0cd133ac9e7cc8a7fb72a,miniature_schnauzer,82,D:\GitWork\dog_breed\data\train\494935802ea0cd133ac9e7cc8a7fb72a.jpg
494c1b8a01452a4bdd996786aaca52bd,miniature_poodle,74,D:\GitWork\dog_breed\data\train\494c1b8a01452a4bdd996786aaca52bd.jpg
49505d68a14b91047e77fdb8361bc5d7,african_hunting_dog,45,D:\GitWork\dog_breed\data\train\49505d68a14b91047e77fdb8361bc5d7.jpg
495b7b4c6b37540d443d283fb7ef3fd1,airedale,10,D:\GitWork\dog_breed\data\train\495b7b4c6b37540d443d283fb7ef3fd1.jpg
496d44265b7d32f2ac1648e1416a247c,bouvier_des_flandres,44,D:\GitWork\dog_breed\data\train\496d44265b7d32f2ac1648e1416a247c.jpg
496ff6d8b62644b35c39b735e95887f5,bernese_mountain_dog,4,D:\GitWork\dog_breed\data\train\496ff6d8b62644b35c39b735e95887f5.jpg
498c124f07f90a5f911a8879a4b53444,scottish_deerhound,0,D:\GitWork\dog_breed\data\train\498c124f07f90a5f911a8879a4b53444.jpg
498d544cd0857984fa7d10edd80cfd98,dingo,72,D:\GitWork\dog_breed\data\train\498d544cd0857984fa7d10edd80cfd98.jpg
499174e0769fdd49fdcb69e235927bef,maltese_dog,1,D:\GitWork\dog_breed\data\train\499174e0769fdd49fdcb69e235927bef.jpg
49991f0ff28b99671bcf48f93957b0a0,border_collie,103,D:\GitWork\dog_breed\data\train\49991f0ff28b99671bcf48f93957b0a0.jpg
499e40bbba7949d34154a08c751eac97,keeshond,64,D:\GitWork\dog_breed\data\train\499e40bbba7949d34154a08c751eac97.jpg
49af83fd16a3b5364b1905b231a40f39,irish_water_spaniel,81,D:\GitWork\dog_breed\data\train\49af83fd16a3b5364b1905b231a40f39.jpg
49b2612ccd1de03df55c923c66e8b77a,curly-coated_retriever,104,D:\GitWork\dog_breed\data\train\49b2612ccd1de03df55c923c66e8b77a.jpg
49b3f86003cd0a64d219862067cac95d,beagle,14,D:\GitWork\dog_breed\data\train\49b3f86003cd0a64d219862067cac95d.jpg
49bf6b22eb085496861f0942858f99d1,cardigan,84,D:\GitWork\dog_breed\data\train\49bf6b22eb085496861f0942858f99d1.jpg
49c436d99eb7b25eb4a2222122854242,irish_terrier,62,D:\GitWork\dog_breed\data\train\49c436d99eb7b25eb4a2222122854242.jpg
49cd12b943044687bb3b8ad80df7e103,irish_wolfhound,19,D:\GitWork\dog_breed\data\train\49cd12b943044687bb3b8ad80df7e103.jpg
49cdf9df49fbf1068c791dcecbb2031f,airedale,10,D:\GitWork\dog_breed\data\train\49cdf9df49fbf1068c791dcecbb2031f.jpg
49d179db1a0dfe894d9d164704403cd7,english_setter,55,D:\GitWork\dog_breed\data\train\49d179db1a0dfe894d9d164704403cd7.jpg
49e08430f091268c94b3746d4aa3af6c,leonberg,12,D:\GitWork\dog_breed\data\train\49e08430f091268c94b3746d4aa3af6c.jpg
49e799f01da4a195a96477fe763b4aec,shetland_sheepdog,86,D:\GitWork\dog_breed\data\train\49e799f01da4a195a96477fe763b4aec.jpg
49f02ef8a1f6f1104af5e12262a8a76b,brabancon_griffon,116,D:\GitWork\dog_breed\data\train\49f02ef8a1f6f1104af5e12262a8a76b.jpg
49f0ef56406121db3ec89e2efa83aa03,german_shepherd,111,D:\GitWork\dog_breed\data\train\49f0ef56406121db3ec89e2efa83aa03.jpg
49f52075406d36a58ce47f928819791a,sealyham_terrier,38,D:\GitWork\dog_breed\data\train\49f52075406d36a58ce47f928819791a.jpg
49f6854ffe8865db85d4556b35e4dec6,scotch_terrier,58,D:\GitWork\dog_breed\data\train\49f6854ffe8865db85d4556b35e4dec6.jpg
49fb146aa2b154d1a2670e558e7e549d,malinois,99,D:\GitWork\dog_breed\data\train\49fb146aa2b154d1a2670e558e7e549d.jpg
4a07da63c52fd01ce23aa561dd88b9d5,beagle,14,D:\GitWork\dog_breed\data\train\4a07da63c52fd01ce23aa561dd88b9d5.jpg
4a0b6a56529c5b69b924b47d92b745e2,beagle,14,D:\GitWork\dog_breed\data\train\4a0b6a56529c5b69b924b47d92b745e2.jpg
4a0c3e23b0626e90d38dcb615ae087df,vizsla,109,D:\GitWork\dog_breed\data\train\4a0c3e23b0626e90d38dcb615ae087df.jpg
4a14488c54f9d66c16dabc3e6419a3bb,maltese_dog,1,D:\GitWork\dog_breed\data\train\4a14488c54f9d66c16dabc3e6419a3bb.jpg
4a188522768cbdcf9fb3314b650dcd73,shetland_sheepdog,86,D:\GitWork\dog_breed\data\train\4a188522768cbdcf9fb3314b650dcd73.jpg
4a1f37977be233024903705cc53a621b,malamute,67,D:\GitWork\dog_breed\data\train\4a1f37977be233024903705cc53a621b.jpg
4a226a3a9a4c748e8e20bcb13c9fd01e,great_pyrenees,6,D:\GitWork\dog_breed\data\train\4a226a3a9a4c748e8e20bcb13c9fd01e.jpg
4a29719db06ab8bd56fefc72428bb53b,saint_bernard,51,D:\GitWork\dog_breed\data\train\4a29719db06ab8bd56fefc72428bb53b.jpg
4a30ea3b85528ecf7f0ada88732e8469,briard,118,D:\GitWork\dog_breed\data\train\4a30ea3b85528ecf7f0ada88732e8469.jpg
4a3159c6a7643f6accd3e1f71f4eebdb,australian_terrier,16,D:\GitWork\dog_breed\data\train\4a3159c6a7643f6accd3e1f71f4eebdb.jpg
4a33114753b197780079f7a074220e40,mexican_hairless,71,D:\GitWork\dog_breed\data\train\4a33114753b197780079f7a074220e40.jpg
4a48d6eef7b4ae5e9eaed28d5b1bba73,welsh_springer_spaniel,76,D:\GitWork\dog_breed\data\train\4a48d6eef7b4ae5e9eaed28d5b1bba73.jpg
4a50b85cdf5b3c300ed828bec3a45b10,tibetan_mastiff,110,D:\GitWork\dog_breed\data\train\4a50b85cdf5b3c300ed828bec3a45b10.jpg
4a5bd3e14041e91c8d867c9807e526e3,irish_water_spaniel,81,D:\GitWork\dog_breed\data\train\4a5bd3e14041e91c8d867c9807e526e3.jpg
4a5d7198332eb69e4414aa803126a7ef,afghan_hound,2,D:\GitWork\dog_breed\data\train\4a5d7198332eb69e4414aa803126a7ef.jpg
4a61ca8ca626aa50338f6c683ca029c9,great_dane,89,D:\GitWork\dog_breed\data\train\4a61ca8ca626aa50338f6c683ca029c9.jpg
4a626b631ade1993520b0fbb8cd9554b,italian_greyhound,28,D:\GitWork\dog_breed\data\train\4a626b631ade1993520b0fbb8cd9554b.jpg
4a6cff93d44190c7e2410799f729a4d0,affenpinscher,68,D:\GitWork\dog_breed\data\train\4a6cff93d44190c7e2410799f729a4d0.jpg
4a6de99a84c6dc1cf517bb43cc9fd80d,basenji,8,D:\GitWork\dog_breed\data\train\4a6de99a84c6dc1cf517bb43cc9fd80d.jpg
4a7fb96050500ce91866d0f5e921caa2,french_bulldog,108,D:\GitWork\dog_breed\data\train\4a7fb96050500ce91866d0f5e921caa2.jpg
4a82acf2c9012deceb171d16e7cafe95,toy_terrier,77,D:\GitWork\dog_breed\data\train\4a82acf2c9012deceb171d16e7cafe95.jpg
4a844fbe8e45618962aa8440cc881035,bernese_mountain_dog,4,D:\GitWork\dog_breed\data\train\4a844fbe8e45618962aa8440cc881035.jpg
4a8b588521c3e965999344206726fe2f,flat-coated_retriever,101,D:\GitWork\dog_breed\data\train\4a8b588521c3e965999344206726fe2f.jpg
4a8d3afc461d55418d1ee15304ca1b9b,chow,27,D:\GitWork\dog_breed\data\train\4a8d3afc461d55418d1ee15304ca1b9b.jpg
4a9ab263dc76b8ba374724a830b1bbc2,wire-haired_fox_terrier,56,D:\GitWork\dog_breed\data\train\4a9ab263dc76b8ba374724a830b1bbc2.jpg
4aa19f6af5195c22f40323d4f95092cc,standard_poodle,73,D:\GitWork\dog_breed\data\train\4aa19f6af5195c22f40323d4f95092cc.jpg
4aad79d03dd88c587b5d16468d3ed10c,black-and-tan_coonhound,83,D:\GitWork\dog_breed\data\train\4aad79d03dd88c587b5d16468d3ed10c.jpg
4ac5bcca6d783f5d36d0c6b69918b54a,saint_bernard,51,D:\GitWork\dog_breed\data\train\4ac5bcca6d783f5d36d0c6b69918b54a.jpg
4ace2029008b5b1e9e74b21e610f0b37,norfolk_terrier,54,D:\GitWork\dog_breed\data\train\4ace2029008b5b1e9e74b21e610f0b37.jpg
4acfbe200ca3a0f7530ec6387b73210b,basset,63,D:\GitWork\dog_breed\data\train\4acfbe200ca3a0f7530ec6387b73210b.jpg
4ad1a52087fb7146fa0af65e95ce5c73,groenendael,60,D:\GitWork\dog_breed\data\train\4ad1a52087fb7146fa0af65e95ce5c73.jpg
4ad60192d6b880ac4eee7f23d7c26b96,miniature_poodle,74,D:\GitWork\dog_breed\data\train\4ad60192d6b880ac4eee7f23d7c26b96.jpg
4ae0622f7637ed62d3276bdc3bb267fa,wire-haired_fox_terrier,56,D:\GitWork\dog_breed\data\train\4ae0622f7637ed62d3276bdc3bb267fa.jpg
4ae4d80eca630ded983a3fb845baa67c,golden_retriever,115,D:\GitWork\dog_breed\data\train\4ae4d80eca630ded983a3fb845baa67c.jpg
4aea562f9a665aa4d73e9e80f5d55d9d,redbone,102,D:\GitWork\dog_breed\data\train\4aea562f9a665aa4d73e9e80f5d55d9d.jpg
4aeb621a82494c36881c853bb1c53c50,saluki,21,D:\GitWork\dog_breed\data\train\4aeb621a82494c36881c853bb1c53c50.jpg
4af283a82eed700f8571046eeeffb52f,collie,41,D:\GitWork\dog_breed\data\train\4af283a82eed700f8571046eeeffb52f.jpg
4af4279fe2e7d81da962577848bce804,schipperke,46,D:\GitWork\dog_breed\data\train\4af4279fe2e7d81da962577848bce804.jpg
4afd6edd97e8448bbbdc062311ec8868,silky_terrier,34,D:\GitWork\dog_breed\data\train\4afd6edd97e8448bbbdc062311ec8868.jpg
4b0143ca10bd6e90a6edce372a2e0f64,irish_setter,37,D:\GitWork\dog_breed\data\train\4b0143ca10bd6e90a6edce372a2e0f64.jpg
4b032af7d0a9a2b4f3d76858a6de8356,lhasa,33,D:\GitWork\dog_breed\data\train\4b032af7d0a9a2b4f3d76858a6de8356.jpg
4b0441fb889839417b9bd4929d6ef1e8,keeshond,64,D:\GitWork\dog_breed\data\train\4b0441fb889839417b9bd4929d6ef1e8.jpg
4b07e02028274f84fdade12c4b82f617,newfoundland,32,D:\GitWork\dog_breed\data\train\4b07e02028274f84fdade12c4b82f617.jpg
4b0dce3ed42b8b4318609b4006ca4c78,irish_water_spaniel,81,D:\GitWork\dog_breed\data\train\4b0dce3ed42b8b4318609b4006ca4c78.jpg
4b121cf73eb3908731fea83dce67dab9,norfolk_terrier,54,D:\GitWork\dog_breed\data\train\4b121cf73eb3908731fea83dce67dab9.jpg
4b1d4e5e91b58eb73861a3841fe1ed02,papillon,22,D:\GitWork\dog_breed\data\train\4b1d4e5e91b58eb73861a3841fe1ed02.jpg
4b27534176a30cba0528d05c26b4c95f,pekinese,94,D:\GitWork\dog_breed\data\train\4b27534176a30cba0528d05c26b4c95f.jpg
4b2f8a39135f080e4830c0de981890da,saluki,21,D:\GitWork\dog_breed\data\train\4b2f8a39135f080e4830c0de981890da.jpg
4b30249d3baaf6a00a0345ac07f01d30,german_shepherd,111,D:\GitWork\dog_breed\data\train\4b30249d3baaf6a00a0345ac07f01d30.jpg
4b310ee3481bd8c44bac0cb7b1ee103a,pug,26,D:\GitWork\dog_breed\data\train\4b310ee3481bd8c44bac0cb7b1ee103a.jpg
4b3f4c910479686b10d676f813da0b3f,lhasa,33,D:\GitWork\dog_breed\data\train\4b3f4c910479686b10d676f813da0b3f.jpg
4b47fe23fa6972002789b8c68cdf7395,sealyham_terrier,38,D:\GitWork\dog_breed\data\train\4b47fe23fa6972002789b8c68cdf7395.jpg
4b4b970f447e78e9e0094a482c24f90d,border_collie,103,D:\GitWork\dog_breed\data\train\4b4b970f447e78e9e0094a482c24f90d.jpg
4b4edddba0a1dbc78d5f98ddacd8e3ab,chow,27,D:\GitWork\dog_breed\data\train\4b4edddba0a1dbc78d5f98ddacd8e3ab.jpg
4b532a761edf37dd9898b6bb7000476a,chihuahua,106,D:\GitWork\dog_breed\data\train\4b532a761edf37dd9898b6bb7000476a.jpg
4b5b818436bd7a7a83fbb02b9880727c,english_setter,55,D:\GitWork\dog_breed\data\train\4b5b818436bd7a7a83fbb02b9880727c.jpg
4b5c813f99948df4f67b380f23f9d4de,cocker_spaniel,95,D:\GitWork\dog_breed\data\train\4b5c813f99948df4f67b380f23f9d4de.jpg
4b5e166a87fb01064c330b50c8678995,silky_terrier,34,D:\GitWork\dog_breed\data\train\4b5e166a87fb01064c330b50c8678995.jpg
4b5f9ef76af8a149b65e2ad2f875b7ab,soft-coated_wheaten_terrier,107,D:\GitWork\dog_breed\data\train\4b5f9ef76af8a149b65e2ad2f875b7ab.jpg
4b659b822211c1d18baf2a3be382db0d,basset,63,D:\GitWork\dog_breed\data\train\4b659b822211c1d18baf2a3be382db0d.jpg
4b66e3a702acaf31f438fbc12a529892,boxer,91,D:\GitWork\dog_breed\data\train\4b66e3a702acaf31f438fbc12a529892.jpg
4b691c6936f4292697c85683f6a35aad,bluetick,50,D:\GitWork\dog_breed\data\train\4b691c6936f4292697c85683f6a35aad.jpg
4b6b945e49aa8efe691137a2c416a4cc,border_terrier,31,D:\GitWork\dog_breed\data\train\4b6b945e49aa8efe691137a2c416a4cc.jpg
4b6eba05c404c71c8ec52089e8c09f2e,komondor,117,D:\GitWork\dog_breed\data\train\4b6eba05c404c71c8ec52089e8c09f2e.jpg
4b6fc496a48879b319e7a7f28e57b77b,curly-coated_retriever,104,D:\GitWork\dog_breed\data\train\4b6fc496a48879b319e7a7f28e57b77b.jpg
4b7183fd8feb6c6e80eb62b9e6be55d1,airedale,10,D:\GitWork\dog_breed\data\train\4b7183fd8feb6c6e80eb62b9e6be55d1.jpg
4b71f97031a0e5e0a4056fda372c1ba4,miniature_pinscher,18,D:\GitWork\dog_breed\data\train\4b71f97031a0e5e0a4056fda372c1ba4.jpg
4b759dcc36c1884427b4984926d05582,komondor,117,D:\GitWork\dog_breed\data\train\4b759dcc36c1884427b4984926d05582.jpg
4b7957fb0c72b7e7bd5607b581609310,boxer,91,D:\GitWork\dog_breed\data\train\4b7957fb0c72b7e7bd5607b581609310.jpg
4b7fca7decc6f79aeffe9e2c85409616,redbone,102,D:\GitWork\dog_breed\data\train\4b7fca7decc6f79aeffe9e2c85409616.jpg
4b8aa0f2b7bb19e3d38bd3ec634a4937,rottweiler,87,D:\GitWork\dog_breed\data\train\4b8aa0f2b7bb19e3d38bd3ec634a4937.jpg
4b9a8f1b3bef4e98e2bfdf0a073bebfa,german_short-haired_pointer,90,D:\GitWork\dog_breed\data\train\4b9a8f1b3bef4e98e2bfdf0a073bebfa.jpg
4b9ce080f420698deda6df4fd82240f4,staffordshire_bullterrier,75,D:\GitWork\dog_breed\data\train\4b9ce080f420698deda6df4fd82240f4.jpg
4ba13e246563b8393a4adf62ac8667ae,cairn,13,D:\GitWork\dog_breed\data\train\4ba13e246563b8393a4adf62ac8667ae.jpg
4ba3153abd0cd06521f2bf879455a603,miniature_pinscher,18,D:\GitWork\dog_breed\data\train\4ba3153abd0cd06521f2bf879455a603.jpg
4bab292d36e33a1479ff6b13d595966a,pembroke,29,D:\GitWork\dog_breed\data\train\4bab292d36e33a1479ff6b13d595966a.jpg
4bafa4d48d31c4291c67a7f29b64aed4,saint_bernard,51,D:\GitWork\dog_breed\data\train\4bafa4d48d31c4291c67a7f29b64aed4.jpg
4bb8d3ce941405a50a75b1a7b3b831d3,beagle,14,D:\GitWork\dog_breed\data\train\4bb8d3ce941405a50a75b1a7b3b831d3.jpg
4bc4ddb7cde7f2b75154dba3763b93c0,tibetan_terrier,11,D:\GitWork\dog_breed\data\train\4bc4ddb7cde7f2b75154dba3763b93c0.jpg
4bc5bf1f51479cdc176e3549b3d4d8d1,great_pyrenees,6,D:\GitWork\dog_breed\data\train\4bc5bf1f51479cdc176e3549b3d4d8d1.jpg
4bc5d815982f161609ad0866a1384723,sussex_spaniel,78,D:\GitWork\dog_breed\data\train\4bc5d815982f161609ad0866a1384723.jpg
4bd25c87c612af5edc4a75003e66d560,entlebucher,3,D:\GitWork\dog_breed\data\train\4bd25c87c612af5edc4a75003e66d560.jpg
4bd83d80fbab26a3a1f0d73785cf7af6,german_shepherd,111,D:\GitWork\dog_breed\data\train\4bd83d80fbab26a3a1f0d73785cf7af6.jpg
4be035761258a6abcbbd3183a137ef17,weimaraner,48,D:\GitWork\dog_breed\data\train\4be035761258a6abcbbd3183a137ef17.jpg
4be4f71c7337c2db37b4366c8e7eedf7,miniature_schnauzer,82,D:\GitWork\dog_breed\data\train\4be4f71c7337c2db37b4366c8e7eedf7.jpg
4bef82c482709d262be2cc5c683a5b20,kerry_blue_terrier,57,D:\GitWork\dog_breed\data\train\4bef82c482709d262be2cc5c683a5b20.jpg
4bfc45379617c56d55585c701f34ba6d,shetland_sheepdog,86,D:\GitWork\dog_breed\data\train\4bfc45379617c56d55585c701f34ba6d.jpg
4c178d8d592f1c9e8a7271946399236d,lhasa,33,D:\GitWork\dog_breed\data\train\4c178d8d592f1c9e8a7271946399236d.jpg
4c2218069e2d1ae839bf63fe5473928d,toy_terrier,77,D:\GitWork\dog_breed\data\train\4c2218069e2d1ae839bf63fe5473928d.jpg
4c2ca9ee822b5ab533a73422fadafec9,dhole,85,D:\GitWork\dog_breed\data\train\4c2ca9ee822b5ab533a73422fadafec9.jpg
4c3148bf5abf5bbda9c184b51c67a997,standard_poodle,73,D:\GitWork\dog_breed\data\train\4c3148bf5abf5bbda9c184b51c67a997.jpg
4c3308c8fc9b24bd7ed816b8cb0c4436,wire-haired_fox_terrier,56,D:\GitWork\dog_breed\data\train\4c3308c8fc9b24bd7ed816b8cb0c4436.jpg
4c36507b40ef6fa7e1326be815003b77,pekinese,94,D:\GitWork\dog_breed\data\train\4c36507b40ef6fa7e1326be815003b77.jpg
4c37cf1f1efbd31a074dc5ac71b5570e,dandie_dinmont,36,D:\GitWork\dog_breed\data\train\4c37cf1f1efbd31a074dc5ac71b5570e.jpg
4c41c85b629be6fb8dc98735135d47ec,norwich_terrier,79,D:\GitWork\dog_breed\data\train\4c41c85b629be6fb8dc98735135d47ec.jpg
4c4587fe94be1412ea3ef3e8ee9464a5,dandie_dinmont,36,D:\GitWork\dog_breed\data\train\4c4587fe94be1412ea3ef3e8ee9464a5.jpg
4c49c4389f114434652b25258c10aff3,miniature_pinscher,18,D:\GitWork\dog_breed\data\train\4c49c4389f114434652b25258c10aff3.jpg
4c50792793d5ee80ea402a9ae5416422,saluki,21,D:\GitWork\dog_breed\data\train\4c50792793d5ee80ea402a9ae5416422.jpg
4c59ee9712092ff8286238d4f494d532,walker_hound,113,D:\GitWork\dog_breed\data\train\4c59ee9712092ff8286238d4f494d532.jpg
4c5a1eb9bac301340ca697e8bfef1a68,miniature_pinscher,18,D:\GitWork\dog_breed\data\train\4c5a1eb9bac301340ca697e8bfef1a68.jpg
4c6da6c09d585379ac648979180aec89,newfoundland,32,D:\GitWork\dog_breed\data\train\4c6da6c09d585379ac648979180aec89.jpg
4c7b7de42668d9a5b1dd5ee1f5190c22,dingo,72,D:\GitWork\dog_breed\data\train\4c7b7de42668d9a5b1dd5ee1f5190c22.jpg
4c852d9cb6f9c33927c5ee3fcac9236b,american_staffordshire_terrier,96,D:\GitWork\dog_breed\data\train\4c852d9cb6f9c33927c5ee3fcac9236b.jpg
4c86055d92c8d28f3ae5befc631d5c81,newfoundland,32,D:\GitWork\dog_breed\data\train\4c86055d92c8d28f3ae5befc631d5c81.jpg
4c8bb929ad8d021729749ef343251fde,cairn,13,D:\GitWork\dog_breed\data\train\4c8bb929ad8d021729749ef343251fde.jpg
4c8fce7407df845d94483d89a4fe06f7,malinois,99,D:\GitWork\dog_breed\data\train\4c8fce7407df845d94483d89a4fe06f7.jpg
4c92d3e3899d68ba9be2165e646f6024,cardigan,84,D:\GitWork\dog_breed\data\train\4c92d3e3899d68ba9be2165e646f6024.jpg
4ca6732ea8c9a354d28b5e8fc71385e4,affenpinscher,68,D:\GitWork\dog_breed\data\train\4ca6732ea8c9a354d28b5e8fc71385e4.jpg
4ca9f95b45b1f51ccb2ce51f0341798c,chihuahua,106,D:\GitWork\dog_breed\data\train\4ca9f95b45b1f51ccb2ce51f0341798c.jpg
4cae9d5491d8346f2bbec10132a78376,standard_schnauzer,100,D:\GitWork\dog_breed\data\train\4cae9d5491d8346f2bbec10132a78376.jpg
4cb0e4b6cf86ebdd38e7fba7a20d75d6,siberian_husky,24,D:\GitWork\dog_breed\data\train\4cb0e4b6cf86ebdd38e7fba7a20d75d6.jpg
4cb48a54b94e4c7dcf9798f7cc7f5a92,affenpinscher,68,D:\GitWork\dog_breed\data\train\4cb48a54b94e4c7dcf9798f7cc7f5a92.jpg
4cbb3c10f0eadb99e6333009af1ec53d,doberman,97,D:\GitWork\dog_breed\data\train\4cbb3c10f0eadb99e6333009af1ec53d.jpg
4cca7bb27cb650bed5ac286a8d02d467,welsh_springer_spaniel,76,D:\GitWork\dog_breed\data\train\4cca7bb27cb650bed5ac286a8d02d467.jpg
4ccff1dd3a0e3dfca18e8e1b80d883fd,brabancon_griffon,116,D:\GitWork\dog_breed\data\train\4ccff1dd3a0e3dfca18e8e1b80d883fd.jpg
4cd0556f7cadb4f40b7dfa2d2796b5e1,doberman,97,D:\GitWork\dog_breed\data\train\4cd0556f7cadb4f40b7dfa2d2796b5e1.jpg
4cd78fdde0927e0bbbf2f5c019636b4a,kerry_blue_terrier,57,D:\GitWork\dog_breed\data\train\4cd78fdde0927e0bbbf2f5c019636b4a.jpg
4cd97f1b809763416ec831c997dbff1c,dhole,85,D:\GitWork\dog_breed\data\train\4cd97f1b809763416ec831c997dbff1c.jpg
4ceeeab13a29903058fbc4fcdd6cf71d,pomeranian,7,D:\GitWork\dog_breed\data\train\4ceeeab13a29903058fbc4fcdd6cf71d.jpg
4d072f0e99eded3ab283eee26b5b6248,bouvier_des_flandres,44,D:\GitWork\dog_breed\data\train\4d072f0e99eded3ab283eee26b5b6248.jpg
4d07baea3d7e78ff59ba05dda3f3932a,japanese_spaniel,15,D:\GitWork\dog_breed\data\train\4d07baea3d7e78ff59ba05dda3f3932a.jpg
4d0aaeb97332aebac90f0ca42a9ff1eb,schipperke,46,D:\GitWork\dog_breed\data\train\4d0aaeb97332aebac90f0ca42a9ff1eb.jpg
4d0d137c835a8be210a53d6c07acc9df,redbone,102,D:\GitWork\dog_breed\data\train\4d0d137c835a8be210a53d6c07acc9df.jpg
4d0eaef784ec414c6cd3b0bd5293fa8c,border_collie,103,D:\GitWork\dog_breed\data\train\4d0eaef784ec414c6cd3b0bd5293fa8c.jpg
4d11bd700573b78d223e9ff0ceb94f3a,english_foxhound,43,D:\GitWork\dog_breed\data\train\4d11bd700573b78d223e9ff0ceb94f3a.jpg
4d182297da4054905b1de22d440b50da,pug,26,D:\GitWork\dog_breed\data\train\4d182297da4054905b1de22d440b50da.jpg
4d1b34626edc7dffb8680d8981f0c9d0,norwegian_elkhound,25,D:\GitWork\dog_breed\data\train\4d1b34626edc7dffb8680d8981f0c9d0.jpg
4d3bb108c92bf340610878d2f257fb30,affenpinscher,68,D:\GitWork\dog_breed\data\train\4d3bb108c92bf340610878d2f257fb30.jpg
4d49a0f1dbd0d2a80bbfcfd2d55a8936,samoyed,9,D:\GitWork\dog_breed\data\train\4d49a0f1dbd0d2a80bbfcfd2d55a8936.jpg
4d55df003701ba79f6a485bdee850f3a,great_pyrenees,6,D:\GitWork\dog_breed\data\train\4d55df003701ba79f6a485bdee850f3a.jpg
4d5d1e37be499fe7250bff7afe97bc5f,rottweiler,87,D:\GitWork\dog_breed\data\train\4d5d1e37be499fe7250bff7afe97bc5f.jpg
4d60034b2d3fe176b6339e23e018e536,rottweiler,87,D:\GitWork\dog_breed\data\train\4d60034b2d3fe176b6339e23e018e536.jpg
4d614950ef0c339983c82be5cc133783,bouvier_des_flandres,44,D:\GitWork\dog_breed\data\train\4d614950ef0c339983c82be5cc133783.jpg
4d67f3d5c331a1a83c9eede0df8e3e37,brittany_spaniel,98,D:\GitWork\dog_breed\data\train\4d67f3d5c331a1a83c9eede0df8e3e37.jpg
4d6b4f0c8596fec0b0ecedff88b30f8d,french_bulldog,108,D:\GitWork\dog_breed\data\train\4d6b4f0c8596fec0b0ecedff88b30f8d.jpg
4d6bd9c5ec39dce290aa89809a222b3b,bernese_mountain_dog,4,D:\GitWork\dog_breed\data\train\4d6bd9c5ec39dce290aa89809a222b3b.jpg
4d6c2eb3cf393af1601751a39647a78b,dandie_dinmont,36,D:\GitWork\dog_breed\data\train\4d6c2eb3cf393af1601751a39647a78b.jpg
4d6f99b3534a4064f83b2dbba4a297a2,soft-coated_wheaten_terrier,107,D:\GitWork\dog_breed\data\train\4d6f99b3534a4064f83b2dbba4a297a2.jpg
4d705f069d5a67c6132c386cc25ed117,english_setter,55,D:\GitWork\dog_breed\data\train\4d705f069d5a67c6132c386cc25ed117.jpg
4d770fc42e727251f98ae8e451c4a9dc,west_highland_white_terrier,65,D:\GitWork\dog_breed\data\train\4d770fc42e727251f98ae8e451c4a9dc.jpg
4d777d9c55a9e8f7114992e34190e719,sealyham_terrier,38,D:\GitWork\dog_breed\data\train\4d777d9c55a9e8f7114992e34190e719.jpg
4d78f6722feb2c8487c0642a4bbeaa86,newfoundland,32,D:\GitWork\dog_breed\data\train\4d78f6722feb2c8487c0642a4bbeaa86.jpg
4d7e33eab8e3864aa2e901b3f59ba4ef,cocker_spaniel,95,D:\GitWork\dog_breed\data\train\4d7e33eab8e3864aa2e901b3f59ba4ef.jpg
4d8597e4e66db9ab06f5312c7f61ebd8,miniature_schnauzer,82,D:\GitWork\dog_breed\data\train\4d8597e4e66db9ab06f5312c7f61ebd8.jpg
4d8b9deda4ae7a1c7e0760ca7a5c4cca,norwegian_elkhound,25,D:\GitWork\dog_breed\data\train\4d8b9deda4ae7a1c7e0760ca7a5c4cca.jpg
4d8cd43e1715f949b13610cdea483501,cairn,13,D:\GitWork\dog_breed\data\train\4d8cd43e1715f949b13610cdea483501.jpg
4d92f179c97da98bd132defd96f567fe,samoyed,9,D:\GitWork\dog_breed\data\train\4d92f179c97da98bd132defd96f567fe.jpg
4d98705d155671039f3b45f96eb73a63,malinois,99,D:\GitWork\dog_breed\data\train\4d98705d155671039f3b45f96eb73a63.jpg
4d9be17293b120d6cc995f0a7da0051f,leonberg,12,D:\GitWork\dog_breed\data\train\4d9be17293b120d6cc995f0a7da0051f.jpg
4d9bf5e93f2da15e811db580e39de704,brittany_spaniel,98,D:\GitWork\dog_breed\data\train\4d9bf5e93f2da15e811db580e39de704.jpg
4da22457108eaf2f7885fdb633c2da17,bloodhound,49,D:\GitWork\dog_breed\data\train\4da22457108eaf2f7885fdb633c2da17.jpg
4db214f01a18bc86674737115f96673e,pug,26,D:\GitWork\dog_breed\data\train\4db214f01a18bc86674737115f96673e.jpg
4db5e936fae9ba70ecb7e65605ba316b,african_hunting_dog,45,D:\GitWork\dog_breed\data\train\4db5e936fae9ba70ecb7e65605ba316b.jpg
